equipe,time,nome,vinculo,lattes,orcid
Comissão Organizadora,Criação e Divulgação,Beatriz Milz,Doutoranda no PROCAM/IEE/USP,http://lattes.cnpq.br/5150665880581477,0000-0002-3064-4486

